run_id,site,completion_segment,field_count,fraction
7461b506-1010-47bb-96e0-4f70ad467eb4,anvil,recovered_documentation,38,0.2585034013605442
7461b506-1010-47bb-96e0-4f70ad467eb4,anvil,recovered_pilot,13,0.08843537414965986
751ab8f2-a65b-49ff-bbfa-2ce59755aac8,notre-dame-crc,correct_abstention,4,0.058823529411764705
751ab8f2-a65b-49ff-bbfa-2ce59755aac8,notre-dame-crc,error_or_unresolved,14,0.20588235294117646
751ab8f2-a65b-49ff-bbfa-2ce59755aac8,notre-dame-crc,measured_correctly,26,0.38235294117647056
751ab8f2-a65b-49ff-bbfa-2ce59755aac8,notre-dame-crc,recovered_documentation,17,0.25
751ab8f2-a65b-49ff-bbfa-2ce59755aac8,notre-dame-crc,recovered_pilot,7,0.10294117647058823
774be247-c97c-46f0-bda7-732456d37da7,notre-dame-crc,correct_abstention,4,0.058823529411764705
774be247-c97c-46f0-bda7-732456d37da7,notre-dame-crc,error_or_unresolved,14,0.20588235294117646
774be247-c97c-46f0-bda7-732456d37da7,notre-dame-crc,measured_correctly,26,0.38235294117647056
774be247-c97c-46f0-bda7-732456d37da7,notre-dame-crc,recovered_documentation,17,0.25
774be247-c97c-46f0-bda7-732456d37da7,notre-dame-crc,recovered_pilot,7,0.10294117647058823
7761f209-a1e0-49b5-94af-0f21ac576f53,anvil,correct_abstention,31,0.2108843537414966
7761f209-a1e0-49b5-94af-0f21ac576f53,anvil,error_or_unresolved,16,0.10884353741496598
7761f209-a1e0-49b5-94af-0f21ac576f53,anvil,measured_correctly,55,0.3741496598639456
7761f209-a1e0-49b5-94af-0f21ac576f53,anvil,recovered_documentation,32,0.21768707482993196
7761f209-a1e0-49b5-94af-0f21ac576f53,anvil,recovered_pilot,13,0.08843537414965986
79188c61-2b2b-4e61-a1ae-24967edc5fd9,notre-dame-crc,correct_abstention,4,0.058823529411764705
79188c61-2b2b-4e61-a1ae-24967edc5fd9,notre-dame-crc,error_or_unresolved,18,0.2647058823529412
79188c61-2b2b-4e61-a1ae-24967edc5fd9,notre-dame-crc,measured_correctly,26,0.38235294117647056
79188c61-2b2b-4e61-a1ae-24967edc5fd9,notre-dame-crc,recovered_documentation,13,0.19117647058823528
79188c61-2b2b-4e61-a1ae-24967edc5fd9,notre-dame-crc,recovered_pilot,7,0.10294117647058823
7b708f71-5d9c-421a-a4b2-00c7797764b7,anvil,correct_abstention,31,0.2108843537414966
7b708f71-5d9c-421a-a4b2-00c7797764b7,anvil,error_or_unresolved,13,0.08843537414965986
7b708f71-5d9c-421a-a4b2-00c7797764b7,anvil,measured_correctly,55,0.3741496598639456
7b708f71-5d9c-421a-a4b2-00c7797764b7,anvil,recovered_documentation,35,0.23809523809523808
7b708f71-5d9c-421a-a4b2-00c7797764b7,anvil,recovered_pilot,13,0.08843537414965986
7b8a00e1-be3c-44ce-a421-b7643f025dd5,anvil,correct_abstention,31,0.2108843537414966
7b8a00e1-be3c-44ce-a421-b7643f025dd5,anvil,error_or_unresolved,15,0.10204081632653061
7b8a00e1-be3c-44ce-a421-b7643f025dd5,anvil,measured_correctly,55,0.3741496598639456
7b8a00e1-be3c-44ce-a421-b7643f025dd5,anvil,recovered_documentation,33,0.22448979591836735
7b8a00e1-be3c-44ce-a421-b7643f025dd5,anvil,recovered_pilot,13,0.08843537414965986
7d0cf31a-f99e-4e4b-8dc2-d82135817eb7,notre-dame-crc,correct_abstention,4,0.058823529411764705
7d0cf31a-f99e-4e4b-8dc2-d82135817eb7,notre-dame-crc,error_or_unresolved,14,0.20588235294117646
7d0cf31a-f99e-4e4b-8dc2-d82135817eb7,notre-dame-crc,measured_correctly,26,0.38235294117647056
7d0cf31a-f99e-4e4b-8dc2-d82135817eb7,notre-dame-crc,recovered_documentation,17,0.25
7d0cf31a-f99e-4e4b-8dc2-d82135817eb7,notre-dame-crc,recovered_pilot,7,0.10294117647058823
8009c320-465d-466c-9575-20440b274030,notre-dame-crc,correct_abstention,4,0.058823529411764705
8009c320-465d-466c-9575-20440b274030,notre-dame-crc,error_or_unresolved,14,0.20588235294117646
8009c320-465d-466c-9575-20440b274030,notre-dame-crc,measured_correctly,26,0.38235294117647056
8009c320-465d-466c-9575-20440b274030,notre-dame-crc,recovered_documentation,17,0.25
8009c320-465d-466c-9575-20440b274030,notre-dame-crc,recovered_pilot,7,0.10294117647058823
82056007-66ad-4a44-aacf-37fd39dc825a,stampede3,correct_abstention,30,0.18867924528301888
82056007-66ad-4a44-aacf-37fd39dc825a,stampede3,error_or_unresolved,10,0.06289308176100629
82056007-66ad-4a44-aacf-37fd39dc825a,stampede3,measured_correctly,47,0.29559748427672955
82056007-66ad-4a44-aacf-37fd39dc825a,stampede3,recovered_documentation,64,0.4025157232704403
82056007-66ad-4a44-aacf-37fd39dc825a,stampede3,recovered_pilot,8,0.050314465408805034
833ded7a-dede-4d30-90b9-acdd595fe30a,stampede3,correct_abstention,30,0.18867924528301888
833ded7a-dede-4d30-90b9-acdd595fe30a,stampede3,error_or_unresolved,10,0.06289308176100629
833ded7a-dede-4d30-90b9-acdd595fe30a,stampede3,measured_correctly,47,0.29559748427672955
833ded7a-dede-4d30-90b9-acdd595fe30a,stampede3,recovered_documentation,64,0.4025157232704403
833ded7a-dede-4d30-90b9-acdd595fe30a,stampede3,recovered_pilot,8,0.050314465408805034
848b326f-bf09-47e9-9992-a022c4824586,stampede3,correct_abstention,29,0.18238993710691823
848b326f-bf09-47e9-9992-a022c4824586,stampede3,error_or_unresolved,18,0.11320754716981132
848b326f-bf09-47e9-9992-a022c4824586,stampede3,measured_correctly,47,0.29559748427672955
848b326f-bf09-47e9-9992-a022c4824586,stampede3,recovered_documentation,59,0.3710691823899371
848b326f-bf09-47e9-9992-a022c4824586,stampede3,recovered_pilot,6,0.03773584905660377
86262baf-303c-4ded-be89-123439cac4dd,anvil,correct_abstention,31,0.2108843537414966
86262baf-303c-4ded-be89-123439cac4dd,anvil,error_or_unresolved,12,0.08163265306122448
