run_id,site,model,mode,rep,analysis_weight,evaluated_fields,correct_value,correct_abstention,incorrect_value,false_abstention,unsupported_value,field_accuracy,precision,recall,abstention_accuracy,false_abstention_rate,unsupported_fill_rate,predicted_abstention_rate,ground_truth_absent_fraction
904fd5e3-ee7b-49dd-a061-f7e1ab24d44f,notre-dame-crc,gemini-3.1-pro-preview,expanded,1,0.3333333333333333,68,46,4,1,17,0,0.7352941176470589,0.9787234042553191,0.71875,1.0,0.265625,0.0,0.3088235294117647,0.058823529411764705
a294f296-f81f-4a92-a89c-06fb4bc9c68e,notre-dame-crc,gpt-5-mini,expanded,2,0.3333333333333333,68,46,4,1,17,0,0.7352941176470589,0.9787234042553191,0.71875,1.0,0.265625,0.0,0.3088235294117647,0.058823529411764705
9c66c455-dde1-44d7-8a11-3d66acd7c11f,notre-dame-crc,gpt-5.6-terra,expanded,2,0.3333333333333333,68,47,4,1,16,0,0.75,0.9791666666666666,0.734375,1.0,0.25,0.0,0.29411764705882354,0.058823529411764705
4672ce41-1c76-4ea2-81a0-7ebc2702a9f8,notre-dame-crc,gemini-3.6-flash,expanded,2,0.3333333333333333,68,47,4,1,16,0,0.75,0.9791666666666666,0.734375,1.0,0.25,0.0,0.29411764705882354,0.058823529411764705
ba3a7b7f-7fde-455d-a9cd-fbdf4081fe8e,notre-dame-crc,gemini-3.1-pro-preview,expanded,2,0.3333333333333333,68,46,4,1,17,0,0.7352941176470589,0.9787234042553191,0.71875,1.0,0.265625,0.0,0.3088235294117647,0.058823529411764705
70437721-c976-4444-9995-9975dc3c6cc5,notre-dame-crc,gpt-5-mini,expanded,3,0.3333333333333333,68,50,3,0,14,1,0.7794117647058824,0.9803921568627451,0.78125,0.75,0.21875,0.25,0.25,0.058823529411764705
6e071ad1-ecc3-4761-b6d3-7861fcf4e2f1,notre-dame-crc,gpt-5.6-terra,expanded,3,0.3333333333333333,68,50,4,0,14,0,0.7941176470588235,1.0,0.78125,1.0,0.21875,0.0,0.2647058823529412,0.058823529411764705
cdb91225-209a-4e35-83ac-0096505442e5,notre-dame-crc,gemini-3.6-flash,expanded,3,0.3333333333333333,68,50,4,0,14,0,0.7941176470588235,1.0,0.78125,1.0,0.21875,0.0,0.2647058823529412,0.058823529411764705
7416426e-aac5-4eec-8cbd-7c9cb8ee197d,notre-dame-crc,gemini-3.1-pro-preview,expanded,3,0.3333333333333333,68,50,4,0,14,0,0.7941176470588235,1.0,0.78125,1.0,0.21875,0.0,0.2647058823529412,0.058823529411764705
79188c61-2b2b-4e61-a1ae-24967edc5fd9,notre-dame-crc,gpt-5-mini,full-corpus,1,1.0,68,46,4,1,17,0,0.7352941176470589,0.9787234042553191,0.71875,1.0,0.265625,0.0,0.3088235294117647,0.058823529411764705
b6f1b0a2-94a0-472c-bcac-aace7fd6d681,notre-dame-crc,gpt-5.6-terra,full-corpus,1,1.0,68,50,4,0,14,0,0.7941176470588235,1.0,0.78125,1.0,0.21875,0.0,0.2647058823529412,0.058823529411764705
ee52860f-c47d-4b3f-8027-acad28097c63,notre-dame-crc,gemini-3.6-flash,full-corpus,1,1.0,68,52,4,0,12,0,0.8235294117647058,1.0,0.8125,1.0,0.1875,0.0,0.23529411764705882,0.058823529411764705
dea10f4a-5572-4e2f-9a04-a8c7472f72f6,notre-dame-crc,gemini-3.1-pro-preview,full-corpus,1,1.0,68,50,4,0,14,0,0.7941176470588235,1.0,0.78125,1.0,0.21875,0.0,0.2647058823529412,0.058823529411764705
